feature,weight
mnumber,-0.019999999999999997
alreadi,-0.11999999999999998
config,-0.02
ill,0.04
patch,0.01
consid,0.019999999999999997
driver,-0.02
fi,0.02
produc,-0.020000000000000004
alsa,0.0
imho,0.0
spec,-0.01
usb,0.02
along,0.07
matthia,0.0
freshrpm,0.0
proof,-3.469446951953614e-18
conduct,0.01
larg,0.10999999999999999
pleasur,0.05
area,-0.03
capabl,-0.05
guarante,0.18000000000000002
famou,-0.019999999999999997
women,0.009999999999999997
lo,0.05
n,0.03
measur,-0.01
attach,-0.05
valid,0.009999999999999997
tue,-0.01
except,-0.03
ga,0.01
particularli,-0.08
commerci,0.08
obvious,0.02
whitelist,0.0
quit,0.0
third,-3.469446951953614e-18
unsolicit,-0.03
spammer,-0.02
seed,0.01
sa,0.019999999999999997
result,0.08
cool,-0.019999999999999997
wire,-0.03
gmt,-0.03
request,0.09
fals,-0.04
wast,-0.02
town,0.0
land,-0.04
focu,-0.03
fast,0.04
var,0.02
apart,-0.01
ye,-0.04
simpli,0.04
press,-0.060000000000000005
numberd,-3.469446951953614e-18
length,0.009999999999999997
sold,0.03
care,0.04
j,0.07
locat,-0.060000000000000005
hous,0.05
frustrat,0.019999999999999997
dont,0.0
longer,0.07
view,-0.11999999999999998
project,0.020000000000000004
arriv,-0.020000000000000004
rang,-0.05
site,0.05
queri,-0.01
suse,-0.03
perfectli,-0.05
everyth,0.0
point,-0.11999999999999998
game,-0.07
cheer,-0.09
especi,-0.02
databas,-0.019999999999999997
journal,0.02
saturdai,-0.02
wife,0.03
hospit,0.01
coupl,-0.05
root,0.02
signific,-0.01
paul,-0.03
bai,-0.02
cover,-0.030000000000000006
orient,0.01
beach,0.04
round,-0.019999999999999997
quick,-0.01
stori,-0.019999999999999997
collect,0.009999999999999997
walk,-0.060000000000000005
java,-0.01
data,-0.09999999999999999
wonder,0.0
usag,0.019999999999999997
patent,0.03
f,0.08
mike,-0.09
interact,-0.009999999999999997
rout,-0.02
track,0.05
virtual,-0.03
architectur,-0.02
consum,0.03
instant,-0.03
launch,-0.05
msn,-0.02
unlimit,0.02
natur,-0.04
sampl,-0.019999999999999997
mix,0.0
condit,0.04
interfac,0.0
allow,-0.05
fine,0.01
feel,0.05
hmm,-0.03
hang,-0.04
gai,-0.03
difficult,-0.02
taken,-0.05
club,0.019999999999999997
ms,0.019999999999999997
clearli,-0.04
eugen,0.0
met,0.009999999999999997
michael,-0.009999999999999997
mine,-0.02
stabil,0.03
energi,0.04
www,0.07
later,0.07
shop,-0.05
gui,3.469446951953614e-18
second,-0.04
him,-0.03
experi,-0.009999999999999997
told,0.009999999999999997
annoi,-0.04
until,-0.11999999999999998
loan,-0.01
ask,3.469446951953614e-18
spread,0.009999999999999997
monthli,0.03
add,-0.019999999999999997
limit,0.009999999999999997
websit,0.09999999999999999
plenti,-0.03
beauti,0.019999999999999997
feedback,-0.019999999999999997
pop,-0.03
page,-0.04
purchas,0.019999999999999997
absolut,0.12999999999999998
total,0.05
attempt,-0.07
rel,0.04
resourc,0.09
ensur,-0.019999999999999997
explain,-0.020000000000000004
depart,0.02
assur,0.019999999999999997
march,0.019999999999999997
directli,-0.009999999999999997
train,0.04
mr,-0.05
corpor,-0.020000000000000004
myself,-0.04
letter,0.04
employe,-0.03
choic,0.020000000000000004
whose,-0.05
worri,0.04000000000000001
joe,-0.09
isp,0.05
dsl,0.0
jabber,0.0
argument,0.0
impact,0.0
tire,0.009999999999999997
slow,-0.01
paragraph,-3.469446951953614e-18
cf,0.01
adam,-0.060000000000000005
sundai,-0.019999999999999997
sometim,-0.019999999999999997
idea,-0.019999999999999997
fun,-0.060000000000000005
suffer,-0.01
descript,-0.07
freebsd,0.08
osdn,-0.08
reduc,-0.04
cannot,0.01
haven,0.0
flow,-0.09
method,0.08
fair,-0.03
aim,-0.019999999999999997
log,-0.04
love,0.010000000000000004
forward,-0.010000000000000004
serv,0.05
fortun,0.05
congratul,-0.05
p,-0.060000000000000005
friend,-0.020000000000000004
correspond,0.05
cancel,-0.03
handl,0.060000000000000005
perfect,0.03
bottl,0.04
men,0.060000000000000005
act,0.019999999999999997
light,0.019999999999999997
summer,-0.060000000000000005
sens,-0.05
beta,-0.02
tape,-0.03
space,-0.04
media,-0.019999999999999997
laptop,-0.04
hat,-0.02
b,0.09
red,-0.019999999999999997
separ,0.07
radio,-0.03
tv,3.469446951953614e-18
saou,0.0
straight,-0.01
glad,0.01
least,0.009999999999999997
luck,0.05
thoma,0.0
upgrad,-0.11999999999999998
shape,-0.019999999999999997
anywai,-0.05
usr,-0.01
alwai,0.019999999999999997
releas,-0.060000000000000005
backup,0.0
enabl,0.05
less,-0.03
against,-0.03
dave,-0.03
pull,0.0
thu,-0.019999999999999997
small,0.0
somewher,0.01
kernel,0.0
insist,-0.03
aug,-0.060000000000000005
refin,-0.01
lock,0.05
h,0.03
match,-0.019999999999999997
improv,0.03
consult,0.03
mortgag,0.02
lowest,0.05
homeown,-0.01
equiti,0.0
lender,0.01
brief,-0.03
fault,-0.01
intern,-0.04
reason,0.03
david,-0.09
exist,0.0
particular,-0.020000000000000004
pick,-0.019999999999999997
among,-0.05
retain,0.019999999999999997
under,0.060000000000000005
microsoft,-0.07
translat,-0.02
firewal,-0.01
learn,-0.019999999999999997
aren,-0.060000000000000005
fairli,0.0
necessarili,-0.060000000000000005
big,0.030000000000000006
progress,0.0
technic,-0.009999999999999997
twice,-0.01
agre,-0.030000000000000006
roll,0.07
topic,-0.05
tel,0.04
prefer,-0.15
howev,-0.07
jump,0.0
judg,-0.03
compar,0.05
hate,-0.019999999999999997
deathtospamdeathtospamdeathtospam,0.19000000000000003
sight,0.24000000000000005
browser,-0.060000000000000005
btw,-0.03
hash,-0.01
contain,0.07
categori,0.05000000000000001
task,0.01
cach,0.01
xml,-0.03
across,0.02
dvd,-0.09
rom,0.02
instantli,0.03
otherwis,-0.05
tri,3.469446951953614e-18
store,-0.04
ibm,-0.05
show,-0.04
attent,0.07
mailbox,0.01
incred,0.03
exclud,0.05
independ,0.030000000000000006
daniel,-0.01
owner,-0.010000000000000004
wrinkl,0.01
lose,0.05
li,0.019999999999999997
memori,-0.04
growth,-0.03
disappear,0.01
loss,0.09999999999999999
weight,0.07
skin,0.02
increas,0.09
muscl,-0.02
revers,0.0
erect,0.02
bone,0.0
human,-0.009999999999999997
mass,0.0
ca,0.009999999999999997
remark,0.05
hello,0.009999999999999997
discoveri,0.01
opt,0.04
hair,0.03
warm,-0.01
bnumber,-0.060000000000000005
trend,-0.04
rise,-0.07
gather,-0.03
concern,0.03
earth,-0.03
shown,0.03
predict,-0.009999999999999997
region,0.03
satellit,-0.04
construct,0.01
none,-0.02
road,0.02
studi,0.010000000000000004
detect,-0.05
domin,-0.05
consist,0.0
park,0.010000000000000004
accur,-0.03
global,-0.060000000000000005
rob,-0.04
dr,0.010000000000000004
degre,-0.01
numberanumb,0.04
exchang,0.03
repres,-0.02
short,-3.469446951953614e-18
entri,3.469446951953614e-18
unwant,0.01
edit,-0.01
special,0.05
util,0.09
obtain,0.03
fall,-0.09
retail,0.019999999999999997
virus,0.0
pack,-0.01
integr,0.03
gt,0.0
valuabl,0.09999999999999999
combin,0.009999999999999997
hacker,-0.04
superior,0.03
indic,-0.03
observ,-0.01
profil,-0.03
elect,0.01
man,-0.060000000000000005
high,-0.009999999999999997
pipe,0.02
spot,-0.04
inch,0.01
rock,-0.05
toward,-0.04
pressur,-0.04
sweet,-0.04
oil,0.05
precis,-0.03
evalu,0.0
awai,0.03
speed,0.03
bear,-0.009999999999999997
amend,-0.01
teach,-0.019999999999999997
restrict,0.0
common,-0.09
becom,0.05
gotten,0.0
owen,-0.03
court,-0.01
outsid,-0.02
grown,0.02
eas,-0.02
inlin,-0.07
instruct,0.18000000000000002
honor,-0.04
multipart,0.12999999999999998
wi,0.02
disposit,-0.060000000000000005
apolog,0.01
strongli,-0.02
trial,-0.060000000000000005
class,0.009999999999999997
co,-0.060000000000000005
la,0.04
es,-3.469446951953614e-18
al,0.060000000000000005
ma,-0.04
en,0.04
van,0.01
planta,0.02
manufactur,0.01
scienc,-0.03
necessari,0.019999999999999997
anumb,0.08
y,0.09999999999999999
readi,0.07
equip,0.019999999999999997
copi,0.060000000000000005
fulli,0.05
portabl,0.01
foot,0.0
editor,-0.009999999999999997
plant,0.01
occur,-0.04
displai,-0.03
msg,-0.02
background,0.019999999999999997
mh,0.05
null,-0.02
tcl,0.0
sequenc,0.01
l,-0.019999999999999997
hack,-0.03
appear,0.04
suggest,3.469446951953614e-18
legitim,-0.01
behavior,0.02
incom,0.08
percentag,0.02
stream,0.04
imposs,-0.03
maximum,-0.009999999999999997
craig,-0.01
aol,-0.04
ip,-0.04
bunch,-0.02
instanc,0.02
plu,0.060000000000000005
board,-0.09
algorithm,0.01
spring,-0.01
dice,-0.01
mondai,-0.07
septemb,-0.08
respect,-0.09
usual,-0.08
z,0.12999999999999998
defin,-0.019999999999999997
bind,-0.060000000000000005
suspect,-0.01
unless,-0.019999999999999997
advantag,-0.030000000000000006
themselv,-0.019999999999999997
advis,0.060000000000000005
contribut,-0.01
decis,0.05
object,0.02
elimin,-0.05
premium,0.0
worth,-0.019999999999999997
typic,-0.01
vehicl,0.01
vari,0.0
drop,0.009999999999999997
death,-0.019999999999999997
polici,-0.04
earn,3.469446951953614e-18
discov,0.030000000000000006
qualiti,-0.03
seriou,0.03
dream,0.04
desir,-0.05
believ,0.05
style,0.009999999999999997
wealth,0.01
fastest,0.009999999999999997
car,0.09
forget,0.0
action,-0.05
recipi,-0.13999999999999999
mess,-0.03
substanti,0.0
encrypt,0.0
em,0.02
lib,0.0
cut,0.009999999999999997
minut,0.11999999999999998
speak,-0.03
buyer,-0.02
basenumb,0.21000000000000005
ved,0.0
specifi,0.0
distribut,0.01
vipul,0.0
wide,-0.009999999999999997
icq,-0.03
neg,0.05
conserv,-0.01
bandwidth,0.0
brain,0.01
correct,-0.05
hear,0.04000000000000001
leader,0.04
period,-0.009999999999999997
banner,0.05
yourself,0.12999999999999998
privileg,-0.07
level,-0.019999999999999997
extend,0.0
attain,0.0
star,-0.009999999999999997
img,-0.03
definit,3.469446951953614e-18
mac,-0.019999999999999997
archiv,-0.019999999999999997
player,0.020000000000000004
filenam,-0.019999999999999997
submit,0.07
acknowledg,0.04
wednesdai,-0.04
output,-0.04
magazin,0.06000000000000001
smtp,0.01
vulner,-0.04
boost,-0.009999999999999997
piec,0.06000000000000001
debug,-0.01
mode,-0.01
headlin,-0.009999999999999997
path,-0.05
wireless,-0.060000000000000005
tend,-0.01
secret,0.08
built,-0.060000000000000005
cc,0.010000000000000004
daili,-0.009999999999999997
revok,0.0
org,-0.05
dublin,-0.060000000000000005
tast,0.0
novemb,0.0
crime,-0.03
conf,-0.01
razornumb,-0.01
empti,-0.019999999999999997
movi,0.02
ac,0.02
militari,-0.02
boundari,0.10999999999999999
abus,-0.019999999999999997
record,0.020000000000000004
librari,-0.03
logic,-0.02
numberb,0.019999999999999997
pilot,-0.02
hardwar,-0.09
batteri,-0.02
given,-0.07
unix,-0.019999999999999997
protocol,-0.01
known,-0.010000000000000004
morn,-0.009999999999999997
export,-0.01
mark,-0.01
repeat,-0.01
ps,-0.019999999999999997
ftp,0.01
compil,0.0
heart,-0.060000000000000005
often,-0.08
mous,0.04
rick,0.0
highlight,-0.019999999999999997
addit,-0.08
whatev,-0.01
easiest,0.01
rich,0.01
download,-0.010000000000000004
uniqu,0.060000000000000005
pro,3.469446951953614e-18
certifi,0.01
reli,-0.03
compat,0.03
imag,-0.060000000000000005
fridai,-0.04
properli,-0.019999999999999997
writer,-0.02
desktop,-0.02
draw,0.060000000000000005
friendli,-0.02
demonstr,-0.03
chart,-0.01
amaz,0.07
swap,-0.01
forc,-0.04
outlook,-0.03
shoot,-0.02
graphic,-0.060000000000000005
familiar,-0.07
doc,0.0
thursdai,-0.07
blog,-0.060000000000000005
caught,-0.03
unfortun,-0.01
warn,-0.07
confirm,0.05
strip,0.01
beyond,-0.03
pain,-0.03
resolv,-0.03
usa,-0.020000000000000004
stage,-0.04
struggl,0.01
charact,-0.05
truth,0.019999999999999997
evolv,-0.03
film,-0.04
numberdnumb,-0.03
ne,0.03
black,0.05
publish,-0.09
jame,-0.01
interview,-0.02
chat,-0.03
book,3.469446951953614e-18
promis,-0.03
ran,-0.02
saw,-0.01
husband,-0.02
parent,0.0
entertain,3.469446951953614e-18
white,-0.02
whom,0.0
she,0.02
children,0.03
grab,0.060000000000000005
kid,0.01
photo,0.0
role,-0.03
depress,-0.03
blue,0.04
girl,0.030000000000000006
admit,-0.01
januari,0.03
director,-0.08
previous,0.019999999999999997
justin,-0.02
portion,-0.01
femal,0.01
feet,0.01
weird,-0.01
ti,-0.01
classifi,0.08
modul,0.01
skip,0.02
py,0.01
xnumber,0.01
excess,0.04
clean,-0.009999999999999997
appar,-0.02
massiv,-0.03
decor,-0.03
assumpt,0.0
byte,-0.04
strong,-0.03
context,-0.05
random,0.01
organ,0.03
extrem,0.04
determin,0.04
reduct,-0.04
tag,-0.03
harm,-0.01
structur,0.0
section,-0.019999999999999997
investig,0.01
clue,-0.02
token,0.0
ham,-0.01
beat,0.01
ah,-0.01
gave,-0.04
tabl,0.07
hurt,-0.060000000000000005
treat,-0.01
highli,-0.060000000000000005
signal,-0.03
done,0.05
catch,-0.03
doubl,-0.009999999999999997
python,-0.01
scheme,0.01
fed,0.0
lost,-0.04
calcul,0.03
grant,-0.05
cloth,-0.05
bonu,0.02
exclus,-3.469446951953614e-18
serial,0.02
rare,0.019999999999999997
perman,0.04
fl,0.0
strike,-0.08
collector,0.01
empir,-0.05
travel,0.030000000000000006
join,3.469446951953614e-18
career,-0.019999999999999997
schedul,-0.03
electron,-0.060000000000000005
demand,0.019999999999999997
frequent,0.0
hope,-0.05
weekli,0.07
column,-0.02
realiz,0.019999999999999997
smaller,0.04
faster,0.03
yeah,-0.01
goal,0.05
tim,-0.03
liter,0.01
unknown,0.01
alon,-0.05
dedic,0.02
somebodi,0.01
upon,-3.469446951953614e-18
successfulli,-0.01
unlik,0.01
freedom,-0.04
minimum,0.07
bankruptci,-0.02
advanc,0.009999999999999997
adult,0.11999999999999998
regular,-0.02
border,0.0
doubt,0.03
institut,-0.05
toni,-0.01
neither,-0.04
foundat,-0.04
declar,-0.04
half,-0.07
password,-0.019999999999999997
kate,-0.03
damn,-0.01
minim,0.02
monitor,-0.08
cooper,0.04
ng,0.04
toll,0.019999999999999997
cheap,-0.03
babi,0.05000000000000001
tremend,0.05
cent,0.020000000000000004
inconveni,-0.01
complianc,0.02
resid,0.05
numberth,3.469446951953614e-18
gain,0.03
va,0.0
intend,-0.05
mason,-0.04
core,-0.03
presum,0.04
prior,-0.01
art,0.019999999999999997
pursu,0.01
replac,-0.07
favorit,-0.05
llc,0.01
vacat,0.01
happi,0.08
tool,0.010000000000000004
deep,-0.02
laugh,0.01
failur,-0.04
distro,-0.01
purpos,-0.019999999999999997
sole,-0.04
pound,0.01
uk,-0.04
euro,-0.019999999999999997
opinion,0.04
blank,0.019999999999999997
holidai,0.060000000000000005
disclaim,-3.469446951953614e-18
primari,0.01
alter,-0.019999999999999997
sport,0.03
transmiss,-0.03
scale,-0.04
mile,-0.03
acquir,-0.01
debat,-0.04
attack,-0.060000000000000005
carefulli,0.060000000000000005
yesterdai,-0.02
bush,-0.04
symbol,0.0
chief,-0.07
england,-0.08
chip,-0.03
consider,-0.02
damag,-0.04
ey,0.009999999999999997
opposit,-0.01
fork,-0.03
weekend,-0.10999999999999999
voic,-0.04
moment,-0.05
oh,0.01
europ,0.009999999999999997
im,0.03
focus,0.019999999999999997
fundament,-0.01
anti,-0.009999999999999997
remot,0.03
permiss,-0.03
rest,0.009999999999999997
presid,0.009999999999999997
knew,0.04
escap,0.03
bin,0.0
odd,-0.04
tip,0.009999999999999997
tradit,0.0
convert,0.0
junk,0.0
shell,0.0
q,0.03
explan,-0.03
aggress,0.05
economi,-0.05
receipt,0.03
ident,-0.020000000000000004
numbera,-0.01
barcelona,0.0
edificio,0.0
nort,0.0
binari,-0.02
inumb,-0.019999999999999997
investor,-0.03
multipl,0.07
coverag,0.02
optim,-0.01
dead,0.0
margin,-0.019999999999999997
roger,0.0
environ,-0.04
vendor,-0.02
fnumber,0.009999999999999997
enumb,0.10999999999999999
pattern,-0.04
ed,0.03
ii,-0.07
dnumber,0.019999999999999997
numberf,-0.04
index,0.0
numberc,0.0
ce,0.03
cb,0.02
solv,0.05
colleg,0.04
consol,-0.01
describ,0.019999999999999997
critic,-0.09
autom,-0.01
touch,-0.08
pictur,0.010000000000000004
techniqu,0.07
student,-0.019999999999999997
middl,0.01
commit,-0.08
corrupt,-0.019999999999999997
storag,-0.060000000000000005
languag,-0.019999999999999997
eat,-0.08
physic,0.04
lab,-0.02
broken,-0.04
factor,0.07
width,0.03
awar,0.019999999999999997
danger,-0.009999999999999997
cross,-0.01
brent,-0.02
ex,0.05
pioneer,-0.04
th,0.13999999999999999
planet,-0.02
snumber,0.03
unusu,0.019999999999999997
slightli,-0.02
modem,-0.019999999999999997
ing,-0.03
rnumber,0.0
higher,-0.03
verifi,0.03
setup,0.0
encount,0.01
strang,-0.03
defend,-0.03
flash,0.06000000000000001
highest,0.04
ground,-0.03
comfort,0.0
break,-0.019999999999999997
truck,-0.02
king,0.010000000000000004
achiev,0.02
il,0.04
enjoi,-0.019999999999999997
jim,-0.04
mechan,-0.04
soni,-0.04
curiou,-0.01
render,-0.05
hint,0.04
loos,0.04
heavi,0.0
membership,0.03
ban,0.0
channel,-0.04
buck,0.0
favor,0.0
rais,-0.01
door,0.01
perl,0.01
valhalla,0.0
volum,-0.01
audio,-0.04
pr,0.01
evid,0.0
earli,-0.07
deliveri,-0.02
percent,-0.04
speech,-0.08
quarter,-0.060000000000000005
appl,-0.04
enterpris,-0.03
boston,-0.05
canon,-0.05
explor,0.0
comparison,-0.060000000000000005
strength,0.0
popular,-0.009999999999999997
prospect,0.02
dev,-0.04
gnumber,-0.019999999999999997
cheaper,-0.04
numer,0.0
palm,-0.04
kick,-0.02
printer,-0.01
water,-0.01
everybodi,-0.01
previou,-0.01
super,-0.01
equal,-0.060000000000000005
dozen,0.0
alan,0.01
greg,-0.03
su,-0.01
angl,-0.01
sub,-0.01
crimin,0.01
shut,-0.019999999999999997
western,0.01
trace,0.04
largest,0.03
invent,0.01
sophist,-0.03
complex,-0.05
audienc,0.060000000000000005
anim,-0.02
finger,0.04
room,-0.060000000000000005
dark,-0.01
season,-0.03
relationship,-0.019999999999999997
greet,0.01
univers,-0.07
food,0.0
rapidli,0.019999999999999997
thread,-0.02
refus,0.03
hot,0.019999999999999997
air,-0.010000000000000004
beberg,-0.02
lifetim,-0.02
financ,0.019999999999999997
estim,-0.02
gold,0.02
relax,0.01
activ,0.0
zero,-0.03
fri,-0.019999999999999997
prescript,0.019999999999999997
worldwid,0.09999999999999999
smoke,0.08
rc,0.0
retriev,-0.02
tmp,-0.01
exit,0.19000000000000003
te,-0.02
okai,-0.03
green,-0.02
angel,-0.009999999999999997
argu,-0.05
tree,-0.01
geeg,-0.01
occasion,-0.03
mostli,-0.01
joke,0.04
privaci,-0.05000000000000001
carrier,-0.04
mistak,0.04
cycl,0.009999999999999997
giant,0.02
bought,-0.05
dan,-0.04
realiti,-0.01
dramat,0.0
skeptic,-3.469446951953614e-18
nearli,-0.08
shouldn,0.0
correctli,-0.04
agenc,-0.019999999999999997
approach,-0.020000000000000004
pure,0.01
worst,0.04
chicago,0.019999999999999997
statist,0.04
wall,0.019999999999999997
pa,0.07
aspect,0.03
began,0.009999999999999997
particip,0.02
shock,0.04
step,0.04
prove,-0.01
revenu,0.04
belief,0.019999999999999997
resel,0.060000000000000005
feed,-0.03
rss,-0.02
child,-0.019999999999999997
ticket,0.05
suck,-0.009999999999999997
surviv,0.01
hp,0.0
basi,0.04
broadband,-0.03
throughout,0.05
employ,0.04
expir,-0.019999999999999997
visa,0.0
mastercard,0.02
ideal,0.05
station,0.01
wave,0.0
constitut,-0.02
confer,-0.019999999999999997
trick,-0.03
sleep,-0.01
serious,0.060000000000000005
sexual,0.04
sex,0.009999999999999997
elsewher,-0.05
master,0.0
aid,-0.04
equival,-0.01
inspir,-0.01
merchant,0.0
diet,0.01
battl,0.0
se,0.07
ultim,0.05
cold,0.01
twenti,-0.01
solid,0.01
happier,-0.02
concentr,-0.02
fantasi,0.03
unabl,-0.01
creativ,-0.09999999999999999
hei,0.010000000000000004
woman,-0.08
consolid,0.01
compet,-0.03
mother,0.03
advic,0.02
fear,-0.03
emot,-0.01
english,-0.05
challeng,0.01
color,-3.469446951953614e-18
avoid,3.469446951953614e-18
vast,-0.03
violat,-0.04
nobodi,-0.03
written,-0.03
octob,-0.05
polic,-0.060000000000000005
fat,-0.03
ct,0.04
reliabl,0.009999999999999997
numberenumb,0.03
fly,-0.019999999999999997
music,-0.08
solari,-0.03
bet,0.0
histor,-0.01
therefor,0.04
encourag,-0.019999999999999997
deserv,-0.01
loop,-0.04
reward,0.0
fight,0.0
emerg,-0.03
flat,0.01
identifi,0.04
spamd,-0.02
distanc,-0.03
dump,-0.04
hidden,0.019999999999999997
menu,0.03
mo,0.04
randomli,0.01
pudg,0.0
held,-0.019999999999999997
exce,-0.03
rapid,0.01
entiti,0.01
auto,0.04
mpnumber,0.03
adapt,0.02
onto,0.010000000000000004
convent,0.0
budget,-0.01
engag,0.02
interrupt,0.0
dn,0.02
programm,-0.04
arm,0.009999999999999997
dog,-0.03
hide,0.08
modern,-0.02
edward,-0.019999999999999997
reveal,0.01
adopt,-0.04
attend,-0.060000000000000005
greater,-0.03
captur,-0.01
young,-0.03
expand,-0.01
lcd,-0.04
gatewai,-0.01
smart,-3.469446951953614e-18
reject,0.01
emploi,0.0
boss,0.02
blame,-0.05
admin,-0.01
european,0.0
father,-0.009999999999999997
son,0.05
commerc,0.01
et,-0.04
doctor,0.009999999999999997
skill,0.01
embed,0.01
exercis,-0.04
catalog,0.0
le,0.01
viru,-0.01
relai,0.01
motiv,0.019999999999999997
staff,0.010000000000000004
vote,-0.01
font,0.07
php,0.01
hewlett,-0.01
packard,-0.01
remind,-0.04
grand,-0.019999999999999997
vice,0.0
analysi,-0.03
infrastructur,-0.05
steve,-0.01
experienc,0.0
hole,0.0
richard,-0.03
warranti,0.01
porn,0.0
agreeabl,-0.02
roman,0.01
destroi,-0.02
farquhar,-0.02
antiqu,-0.01
gibbon,-0.02
bearer,-0.02
distributor,0.009999999999999997
nb,-0.019999999999999997
visual,0.0
combo,-0.01
neighbor,0.0
ebook,0.03
specialist,-0.01
duncan,-0.01
medicin,-0.02
consequ,0.0
somehow,0.0
appropri,-0.02
threat,-0.04
die,-0.05
deni,-0.05
perlnumb,0.0
mainten,0.0
enemi,0.01
settl,0.0
mere,-0.02
brother,-0.02
crack,-0.01
await,0.03
gordon,-0.019999999999999997
latter,-0.02
regardless,0.01
brows,-0.02
complic,-0.009999999999999997
plugin,0.01
expos,0.03
concept,-0.03
crazi,-0.060000000000000005
chines,0.03
approxim,0.0
newspap,-0.01
weapon,0.02
invit,0.05
